Name,MarketCap,Watchlist
CropBytes,"$9,037,553","4,492"
Jurassic Crypto,"$18,340,636",555
White Whale,"$20,865,770","1,980"
Arowana Token,- -,114
Gains Farm,- -,"1,087"
Bitsten Token,"$177,469",783
ITSMYNE,"$219,952","5,948"
MINE Network,- -,"5,259"
Infomatix,"$813,048","1,720"
FantOHM DAO,- -,"4,339"
Nexus Protocol,- -,"1,974"
Cherry Network,"$7,862,553","15,084"
Idea Chain Coin,- -,"209,814"
PLT,"$94,435,677","1,067"
STEP,"$1,202,248","5,481"
RaceFi,- -,"6,869"
Moonpot,"$4,942,829","54,383"
Kujira,- -,"5,943"
PokerFI.Finance,"$6,056,737","5,367"
Vee Finance,"$512,615","2,401"
i Money Crypto,- -,"1,321"
MetaniaGames,"$1,571,764","20,634"
Starchi,- -,"503,013"
Elon GOAT,- -,"1,290"
HurricaneSwap Token,- -,"3,946"
StrikeX,"$10,881,160","9,046"
Battle Pets,- -,"5,418"
Pomicoin,"$2,566,630","10,662"
Findora,"$44,243,224","3,334"
LUFFY,- -,"32,380"
Terra World Token,"$2,016,191","1,299"
CrossWallet,"$1,690,872","253,087"
Divergence,"$2,532,743","85,169"
SolRazr,- -,"27,705"
Wrapped Staked HEC,"$11,552,043",436
Dreams Quest,"$2,240,510","11,525"
All Coins Yield Capital,- -,"1,209"
SatoShi Monsters,"$999,359","2,401"
Zelda Inu,"$17,734,475","17,046"
MobieCoin,"$12,804,060","6,158"
Harmonylauncher,- -,"1,424"
UPFI Network,- -,"2,032"
Human,- -,"14,904"
Frontrow,"$43,180,258","1,253"
Blockcloud,- -,"4,229"
tBTC,- -,"1,482"
Galaxy Coin,"$3,407,694","1,594"
Yobit Token,- -,762
Invictus,"$12,037,963","6,583"
OUD,- -,412
MoonTrustBSC,"$883,970",463
HyperVerse,"$83,636,109","4,188"
SMD COIN,- -,"4,375"
TripCandy,"$1,039,249","563,505"
Amaze World,"$112,729,753",962
Angle,"$3,291,073","1,808"
Lovelace World,"$1,786,033","2,344,789"
OEC UNI,- -,119
EthereumMax,- -,"34,213"
Aetherius,- -,"29,556"
Larix,- -,"45,278"
dHealth,- -,753
Alchemy,- -,"2,385"
THORSwap,"$28,435,110","3,213"
Karma DAO,- -,907
IOTEN,"$2,451,756","8,492"
NftyPlay,- -,"126,886"
MetaRim,- -,300
POLARNODES,- -,"2,571"
Fino DAO,"$4,460,762","3,533"
MonkeyLeague,"$18,216,065","57,686"
LBK,- -,"4,035"
Sukhavati Network,- -,581
Mytheria,- -,"7,758"
GAMER,"$9,139,070","3,909"
AvocadoCoin,- -,"20,595"
Shuna Inuverse,"$4,099,245","6,306"
Babylons,"$2,839,121","5,259"
GenshinFlokiInu,- -,"5,892"
Trustpad,- -,"15,243"
eaglecoin,"$23,664,766",365
Falcon Swaps,"$698,438","1,775"
Pylon Eco Token,"$13,480,324","13,588"
EQIFI,"$6,694,121","10,792"
Pkoin,"$10,362,577","1,275"
FEG Wrapped USDT,- -,204
PaintSwap,"$9,385,893","2,625"
MY Ceremonial Event,"$50,909,581",139
Evulus Token,"$16,060,172",223
Silvertoken,- -,436
Lilly Finance,- -,"3,675"
NFT Champions,"$2,310,164","15,134"
Pitbull,"$32,796,115","88,544"
Ninneko (Mata),"$670,867","1,673"
Musk Gold,"$7,132,536",241
MarX,- -,190
Royal Gold,- -,"3,072"
Mother of Memes,"$492,246","50,837"
Metawar,"$9,955,021,256","1,485"
Shambala,- -,"579,753"
Pancake Games,"$2,605,314","9,106"
Concordium,"$34,707,697","1,271"
CryptoTanks,"$1,028,539","13,166"
BKEX Chain,"$9,192,749","1,588"
Bean,"$24,111,962",253
Wrapped XDAI,- -,380
Bitcoin Latinum,- -,"3,119"
EMP Shares,- -,711
Starnodes,- -,858
SmartLOX,- -,"3,462"
Gamestarter,"$14,474,454","119,775"
Zombie World Z,"$1,483,777","4,894,922"
FUTURECOIN,- -,"100,751"
Railgun,"$119,272,958","3,082"
UniWorld,"$10,877,112","1,090"
Tank Battle,- -,"7,607"
Snowy Owl,- -,173
The Doge NFT,"$25,177,993","3,556"
Alchemist,"$20,870,348","7,734"
MetaMUI,"$88,124,471",638
EnterDAO,"$9,759,257",720
Leonicorn Swap,"$4,847,889","12,591,030"
Hillstone,"$5,760,726",199
ADAX,"$10,419,996","33,039"
Fidira,- -,728
Bitcoin God,- -,"2,763"
Uno Re,"$9,106,131","23,723"
NFTDAO,"$3,959,912",809
Dimitra,"$7,211,244","1,292"
fantomGO,- -,"1,899"
Itchiro Games,- -,884
Zamio,"$13,699,162","3,323,234"
FireStarter,- -,"13,033"
GrimaceBsc.com,"$6,141,170","11,962"
Apollo Inu,- -,"3,902"
GYM Token,- -,636
Elvantis,"$3,528,771","13,744"
Kokoswap,"$900,572,695","4,695"
Alaya,- -,678
Power Nodes,"$11,280,940","8,543"
GreenZoneX,"$157,078","1,181"
Beethoven X,- -,"4,447"
PolyBeta Finance,"$6,360",574
Titi Financial,- -,802
OBRok Token,"$1,279,486","7,090"
Metaverse Miner,"$6,993,956","6,711"
EverGrow Coin,"$235,068,842","50,642"
BioNTech tokenized stock FTX,- -,349
Dark Frontiers,"$3,697,421","14,812"
HitBTC Token,- -,937
MoonStarter,- -,"9,144"
Infinite Launch,"$1,838,420","38,932"
Alkimi,"$2,642,909","5,228"
AOK,"$377,753,642",517
Hanu Yokia,- -,"1,327"
ONSTON,"$4,985,770","1,347"
Stone DeFi,- -,"2,291"
Carnomaly,"$2,078,099","3,882"
INTERSTELLAR DOMAIN ORDER,"$18,933,707","1,663"
TeddyDog,"$2,584,821","1,545"
Baby Tiger King,- -,"9,350"
MagicBox,- -,"3,058"
DXBPay,"$10,252,279","1,387"
Astroport,"$83,923,986","4,873"
Bent Finance,- -,349
Metaroid,"$260,584","5,255"
Baby Shiba Inu,- -,"53,252"
I-COIN,"$456,498","1,790"
Meta Club,"$490,248","11,134"
Kols Offering Token,"$3,667,759",587
TEN Wallet,"$568,020",222
A4,"$10,646,853","26,228"
Wrapped ECOMI,- -,"1,951"
Cross Chain Capital,"$4,622,259","3,606"
Duel Network,"$581,993","12,774"
zkTube Protocol,"$68,903,659","2,648"
QUASA,"$1,040,884",185
Operon Origins,"$181,344","7,590"
LiveNFT,"$47,480",792
Basis Share,- -,876
Mimir Token,"$2,841,322","14,298"
Marvelous NFTs (Bad Days),"$136,893","3,368"
Fortress Lending,"$338,026",806
Crypto Chip Token,"$563,242","2,599"
NFTMart Token,- -,"1,178"
GFORCE,"$1,166,968",254
Caketools,- -,"1,329"
DeFi Kingdoms,"$325,024,282","30,171"
K-Tune,"$3,665,391",697
ISTARDUST,- -,646
Alien Inu,- -,"3,979"
SYL,"$10,754,790","6,490"
Vodka Token,"$26,020,072","56,122"
Kishimoto Inu,- -,"15,415"
Deesse,"$1,381,228","1,215"
XSwap Protocol,"$12,656,241","3,723"
NuNet,"$1,986,265","4,393"
Prime Numbers,"$611,486",226
Vow,- -,"1,669,971"
RealLink,"$31,584,421","2,638"
Vault Hill City,- -,"5,229"
QuiverX,- -,646
Manarium,"$159,939",612
DogeGF,"$13,077,274","3,835"
Grayscale Bitcoin Trust tokenized stock FTX,- -,"2,339"
Sienna,- -,"1,611"
MELD,- -,"9,856"
Bright Union,"$877,146",929
bDollar,- -,"2,531"
Andromeda,- -,"18,584"
Genshiro,"$9,133,211","180,646"
Insureum,- -,"2,220"
TriipMiles,"$324,589","2,402"
Value Finance,"$286,428","10,331"
Launchpad TG DAO 3.0,- -,"1,441"
V-Dimension,- -,483
BFK Warzone,"$11,051","1,193"
Holdex Finance,"$45,062","6,150"
DollarDoge,- -,291
Tag Protocol,- -,"1,570"
Shiro Inu,"$17,295,217",694
Hokkaido Inu,- -,"40,152"
Mercurial Finance,- -,"8,267"
3x Long Litecoin Token,- -,947
ethArt,- -,"1,293"
Acumen,- -,74
Ballswap,"$168,159,816","3,874"
Release Project,"$436,170","3,532"
Synchrony,- -,"6,886"
Plethori,- -,"6,791"
Theos,"$1,380,837","1,280"
GemUni,"$729,698","21,632"
SCROOGE,"$10,703,508","2,287"
DumpBuster,"$70,715","1,168"
Shar Pei,"$1,261,575","5,379"
FADO Go,"$333,566","3,279"
SpaceY,- -,"220,832"
Himo World,"$527,130","39,765"
FEED SYSTEM,"$8,013,641","21,010"
Block Commerce Protocol,- -,404
AnonToken,"$14,715,023","3,965"
Vention,- -,"7,689"
Game Ace Token,"$2,600,802","1,758"
Age of Tanks,"$5,445,771","8,009,874"
B.Protocol,- -,756
WaykiChain Governance Coin,- -,"1,869"
blocsport.one,"$443,210",982
Dipper Network,"$110,871",622
Leafty,- -,"3,175"
xWIN Finance,"$2,933,730",580
Jet Protocol,"$492,751,817","2,407"
3X Long Cosmos Token,- -,"1,058"
Shardus,"$6,040,028",442
DAO.vc,- -,966
GINCOIN (Global  Interest  Rate),"$5,803,648",312
KoaKombat,- -,192
Silo Finance,"$24,281,097",831
Envelop,- -,"1,101"
ANTIS INU,"$2,437,086","1,635"
Buff Doge Coin,"$6,633,127","28,879"
Euro Shiba Inu,- -,"10,339"
PAPPAY,"$228,447","14,346"
Temtum,- -,336
CoFiX,- -,"1,176"
Terkehh,"$9,645,390,183","194,226"
GADGETWAR,"$163,443",377
Devil Finance,"$644,255",868
WTF Token,- -,"1,326"
Traders coin,"$1,610,450","11,713"
KEY,- -,"3,958"
Metaverse Future,"$7,259","5,780"
Ryoshis Vision,- -,"16,210"
CasperPad,- -,"2,467"
Conscious Value Network,"$9,545,053","1,275"
MetaverseMGL,- -,"11,821"
ETG Finance,"$8,754","1,024"
Black Eye Galaxy,"$2,467,897","9,173"
DeSpace,"$63,319",669
Marvin Inu,"$2,251,952","11,430"
CasinoCoin,"$37,767,928","17,396"
NEXTYPE,- -,"251,944"
CorgiCoin,"$1,129,546","3,418"
Polaris Share,"$13,644,287",555
ImpulseVen,- -,"1,514"
Balkari,"$135,071,398",303
Waves.Exchange Token,"$16,609,736","3,351"
yffi finance,- -,"2,363"
MiniDOGE,"$5,395,320","12,864"
Gains Associates,- -,"10,027"
CryptoDrop,- -,"16,939"
Raider Aurum,- -,835
Alpaca City,"$798,266","4,337"
JackPool.finance,- -,"1,150"
FastSwap (BSC),"$1,325,959","1,288"
dAppstore,"$421,306",895
Nemesis DAO,"$633,780","6,140"
Day Of Defeat,- -,"2,153"
MEME KONG,"$6,758,796",185
GhostMarket,"$1,030,408",586
Blocto Token,"$10,331,977","4,149"
Fenomy,"$528,294","13,163"
Teneo,- -,354
UXD Protocol,"$17,603,736","3,073"
Allbridge,- -,"5,341"
Battle Saga,"$393,621","1,798"
BNS Token,"$3,833,162","9,627"
Zipmex,"$182,977,742","5,298"
JERITEX,- -,249
Metapad,- -,"17,304"
UangMarket,- -,522
MarsRise,- -,"35,908"
HLTH Token,- -,235
NextEarth,"$179,275,019","5,596"
Uniqly,- -,"5,086"
Last Survivor,"$338,522","3,771"
ChainCade,- -,"30,868"
ShibElon,- -,"16,368"
Mars Ecosystem Token,"$8,670,822","1,912,535"
Metahero Universe (POW),"$21,590,526",491
E-coin Finance,- -,"17,988"
Nevada,- -,"11,228"
MarketMove,"$14,176,508","22,400"
Talaria Inu,- -,"18,601"
R34P,- -,553
Scary Chain Capital v2,- -,"2,442"
linSpirit,- -,224
Noku,- -,556
Unicly,- -,"1,705"
Nether NFT,- -,"1,182"
Dibs Money,- -,783
Defly Token,"$3,147,283",362
JPool Staked SOL (JSOL),- -,153
TopFlower,- -,"1,264"
ParaToken,"$4,400,945","5,046"
Cope,"$4,521,239","8,200"
Bomb Money,"$362,792",942
Smart Wallet Token,- -,354
HalfPizza,- -,"16,156"
Dtravel,"$4,282,303","10,110"
The Parallel,"$3,641,651","12,586"
Pearl,- -,"1,526"
Metastrike,"$2,668,177","9,883"
Maximizer,- -,"1,141"
Winry Inu,- -,"6,872"
Blin Metaverse,- -,"1,149"
Voice Token,- -,"2,740"
Decimal,"$148,026,905","1,657"
Millonarios FC Fan Token,- -,68
VYNK CHAIN,"$7,754,345",943
BULLS,- -,"1,417"
Loud Market,"$2,873,566","3,791"
Quantum Assets,- -,490
GUARDIAN,- -,"1,032"
Fisco Coin,- -,459
My Crypto Heroes,- -,"2,420"
XGOLD COIN,"$464,202",935
QUAI DAO,- -,"13,635"
UNION Protocol Governance Token,"$1,127,142","4,633"
Vetter Token,- -,"4,069"
TangoSwap,- -,63
1X Short BNB Token,- -,210
Duelist King,"$945,481","2,472"
Partial,- -,167
Defi Connect,- -,"7,072"
Alium Finance,"$142,002","1,745"
Ulti Arena,"$3,622,185","10,344"
PixelVerse,- -,"5,946"
Lendhub,- -,"1,196"
WallStreetBets DApp,- -,"2,967"
PIDAO,- -,"1,615"
Hermes Defi,- -,930
HEdpAY,"$34,165,264",218
LIQ Protocol,- -,"5,749"
Umi Digital,- -,"2,382"
ZUNA,"$7,383,228","5,777"
Merchant Token,"$6,716,888","13,983"
ENTERBUTTON,"$239,071,533",100
POP Network Token,"$3,394,333","4,434"
Craft network,"$3,005,273",360
BitBook,"$1,614,724","2,788"
RxSeed Coin,"$57,170",125
Pochi Inu,"$4,215,219","3,129"
Spectrum Token,"$9,400,141","2,591"
Leo,- -,"10,613"
Exponential Capital,"$5,226,160",641
Gennix,"$3,091,699","1,591"
ETH Fan Token Ecosystem,"$13,254,393","18,454"
FileStar,- -,"1,208"
Mercor Finance,"$488,497","1,452"
dFund,- -,"1,411"
Catapult,- -,"2,605"
Chihiro Inu,- -,"6,566"
handleFOREX,"$2,189,714",762
Microtuber,"$7,559,826","1,648"
MetaGaming Guild,"$2,315,822","1,230"
Wizarre Scroll,- -,672
The Neko,- -,"1,505"
DNFT Protocol,"$204,732","1,520"
Revenue Coin,"$3,356,104","2,212"
Londex,"$6,832,794",944
NDN Link,- -,"2,125"
Starbots,"$1,521,185","2,224"
Alibaba tokenized stock FTX,- -,510
TCGCoin 2.0,"$29,840,612","8,099"
Pantos,"$57,689,550","4,722"
Bidao,- -,"5,603"
LimoCoin Swap,"$39,347,151","101,886"
Ethos Project,- -,"1,077"
April,"$6,604,041","1,909"
Blue Horizon,- -,646
DfiStarter,- -,"1,713"
Continuum World,"$629,876","4,701"
Nifty League,- -,"1,237"
LP 3pool Curve,- -,162
Izumi Finance,"$98,877,178","2,015"
Takamaka Green Coin,- -,29
Zilla Finance,- -,159
Float Protocol: Float,- -,350
Community Token,- -,"4,141"
Moon Rabbit,"$821,248","52,622"
Rocket Pool ETH,- -,267
GAIA Everworld,"$4,568,664","18,593"
GAMI World,"$5,324,371","8,061"
DFX Finance,"$5,018,893","1,191"
CaliCoin,- -,518
Battle of Guardians,- -,"1,518"
ZONE,"$1,097,642",768
Vive La Bouje,"$1,315",550
Yearn Classic Finance,- -,"1,586"
Moonlana,- -,"8,615"
Lung Protocol,- -,"1,535"
Monsters Clan,"$329,985","5,506"
Poken,"$27,923,786","16,789"
Stater,"$273,088","3,157"
Power Cash,"$166,797,572","3,529"
Ally Direct Token,"$4,534,277","126,767"
Spartacus,"$3,579,407","8,626"
The Coop Network,"$3,688,694","1,636"
Kitty Inu,- -,"7,630"
BeatBind,"$2,839,612",314
Rabet,"$426,612",153
Lovely Inu,- -,"22,672"
Giftedhands,- -,"4,504"
FuruKuru,- -,"1,199"
Vulture Peak,"$36,682",595
Archethic,"$28,336,270","7,484"
IceCream Finance,- -,604
Kranz Token,"$664,266",676
Reimagined Finance,- -,"2,910"
CryptoArt.Ai,"$755,946","1,538"
Lien,- -,"1,867"
NKCL Classic,"$9,295,125",70
Liti Capital,"$14,302,727","3,236"
Keeps Coin,- -,443
Solanax,"$738,671","6,081"
Consensus Cell Network,- -,586
SORA Synthetic USD,"$1,002,856","2,671"
Monfter,"$3,374,188",268
SPACE SIP,"$382,514","60,179"
Pollen,- -,"1,576"
KIKO INU,"$199,747","1,742"
Australian Safe Shepherd,"$10,435,528","63,961"
LocalTrade,- -,815
Metacoin,"$47,315,608","2,664"
Vera,"$4,056,865","5,422"
Griffin Art,"$2,744,795","9,988"
Uberstate RIT 2.0,- -,"2,072"
3x Short Litecoin Token,- -,"1,037"
HEADLINE,"$3,769,042",339
CoPuppy,"$226,835","104,561"
Bitcoin Vault,"$10,671,869","10,600"
The Crypto You,- -,"15,336"
Partial Share,- -,381
Metafluence,"$751,662","6,039"
G.O.A.T Token,"$12,262,313","3,610"
SavePlanetEarth,"$5,157,924","3,174"
xFund,- -,"1,786"
Bright Token,- -,871
Gro DAO Token,"$10,463,352","2,043"
SugarBounce,"$910,523","2,553"
StarLaunch,- -,"19,276"
DefiCliq,"$364,879","2,263"
Terareum,"$21,580,528",769
MotionWreck Games,"$229,939",300
Suteku,"$28,678","2,961"
Bomb Money,"$4,435,508",720
Totally A Rug Pull,"$11,864,966","4,671"
EHash,- -,611
HashLand Coin,"$23,169,748","6,595,396"
Emp Money,- -,585
Asian Fintech,- -,"440,411"
Bridge$,- -,890
Buffer Finance,"$355,024","8,729"
Crypto Perx,"$7,040,900","3,652"
LuxFi,"$1,105,971","3,074"
DogeCola,"$3,124,549","337,982"
Tempus,"$7,814,408",688
All.me,- -,423
Pizza Game,"$1,018,528",236
Xolo Inu,"$1,411,832",649
Alpha Nodes,"$2,267,617",343
Privapp Network,"$839,194","5,014"
SalmonSwap,- -,886
WiBX,- -,"5,329"
Futureswap,- -,"2,410"
Fish Crypto,"$824,891","3,931"
BAE,"$72,643,497",273
AvaXlauncher,"$761,787","12,360"
HUGHUG Coin,- -,"2,115"
TrustFi Network,"$1,557,339","5,201"
Ambire Wallet,"$2,426,097",935
Crypto Gladiator Shards,"$96,262",566
Aimedis,"$166,551","1,364"
TOKOK,- -,"1,349"
GOGOcoin,"$539,810",544
Crypto Royale,- -,"4,812"
AutoCrypto,"$12,708,692","2,586"
HappyLand,"$2,386,592","7,036"
3X Long BNB Token,- -,"1,054"
TempleDAO,- -,447
XRdoge,- -,"7,744"
NewB.Farm,"$1,366,597",417
cCOMP,- -,226
SafeMoonomics,"$630,968","14,862"
Maxonrow,- -,"1,251"
DefiBox,- -,734
Nitroex,- -,947
Moderna tokenized stock FTX,- -,420
Mirrored Ether,- -,93
Punk Vault (NFTX),- -,767
DeltaFlip,- -,"1,401"
Saitanobi,- -,"2,062"
HeroCatGamefi,"$682,139","6,197"
Annex Finance,"$2,444,224",772
Stadium,"$4,781,248","3,791"
Crypto Cavemen Club,"$3,574,099","2,706"
Celo Euro,"$44,940,563",768
DefiDollar,- -,782
DeSpace Protocol,"$110,662","117,444"
SKY FRONTIER,"$80,118,202","1,573"
KingdomX,"$1,068,846",757
BlockchainSpace,"$6,823,366","5,320"
Draken,"$2,127,466","5,581"
YEL.Finance,- -,"9,676"
1x Short Bitcoin Token,- -,453
Centcex,- -,"5,065"
PhotoChromic,"$1,931,463",433
3X Long Dogecoin Token,- -,"2,677"
Galactic Arena: The NFTverse,- -,"8,137"
Moon Nation Game,"$13,567,522","30,799"
1X Short Ethereum Token,- -,484
TOR,"$2,940,564","6,133"
Ethereum Lightning,- -,"1,949"
ARTM,"$4,309,978",408
Cake Monster,"$19,061,517","11,861"
Zugacoin,- -,"8,833"
Jigen,"$269,276",825
Magic Ethereum Money,- -,"20,190"
CoinsPaid,"$2,422,253","4,794"
TemplarDAO,"$4,269,513","1,764"
Lobby,"$8,996,282",692
Elysian,"$25,240,357","4,640"
ArbiSmart,"$34,505","2,884"
UltimoGG,- -,"26,760"
Galaxy Force X,"$4,015,475",195
Rich DAO,"$3,599,767",406
NFTPad,"$176,911","3,688"
KSM Starter,"$88,591","6,985"
NuriFootBall,"$10,804,309",426
GOMA Finance,"$292,573","19,226"
PlatinX,- -,725
Citizen Finance,"$4,055,421","10,172"
Portify,- -,"2,674"
Pontoon,"$1,148,299",846
ZEDXION,- -,212
Santa Floki v2.0,"$4,105,536",257
TeraBlock,- -,"2,825"
Parrot Protocol,- -,"3,549"
Magic Power,- -,834
WAM,- -,"5,085"
PumpETH,"$779,271","33,001"
Phaeton,- -,395
Kintsugi,"$7,805,676","2,397"
Copiosa Coin,"$7,305,140","10,842"
99Starz,"$1,961,453",992
Shiba Inu Classic,"$708,218","26,977"
Facebook tokenized stock FTX,- -,929
Birb,- -,"5,976"
Woozoo Music,- -,135
YFIONE,- -,"11,293"
DogeZilla,- -,"44,657"
IX Swap,"$12,097,947","2,252"
NFT Global,"$1,473,386","9,183"
SUP,- -,815
ARTi Project,"$266,169",555
Firdaos,"$231,636","2,559"
STING,- -,718
Atlas DEX,"$1,359,596","2,753"
Moola Celo EUR,"$9,127,258",179
Polkaswap,"$38,935,760","16,258"
GameFi Protocol,- -,"390,202"
Husky Avax,"$4,221,899","4,738"
CNNS,- -,"1,730"
PlaceWar,- -,"3,316,013"
Metaverse Face,"$2,243,634","43,064"
Survival Game Online,- -,650
Big Dog Coin,- -,"1,244"
MekaMiners,$87,670
Spherium,- -,"156,085"
Zoe Cash,- -,"35,011"
PikaVerse,- -,"1,165"
Birds Token,"$148,533","14,959"
Ref Finance,- -,"4,977"
Singularity,"$906,176",236
Lunr Token,"$10,220,600","9,295"
Meter Stable,- -,"1,513"
Hare Token,- -,"14,613"
Falcon 9,- -,"1,441"
Flux,"$7,379,956","1,772"
2022MOON,- -,"13,669"
TAI,- -,732
Bzzone,- -,"884,557"
Legends of Mitra,"$924,469",427
EvilSquidGame,- -,"1,178"
Cyclos,"$1,819,998","7,954"
Uhive,"$3,330,515","3,928"
GScarab,"$81,172",794
NFTY DeFi Protocol,"$2,172,774",465
Stilton Musk,"$2,207,894",777
Anypad,- -,"331,681"
Wrapped CRO,- -,671
LogiTron,- -,212
Kulupu,"$471,846","2,428"
Brazil National Fan Token,"$13,218,206",814
SeedOn,- -,"2,914"
Lootex,- -,359
Juicebox,- -,690
Liquidus,"$3,339,902","12,007,919"
Scotty Beam,"$340,410","5,337"
Maison Capital,"$397,215",840
Doont Buy,- -,"2,004"
Crypto Raiders,"$17,301,740","1,620"
Smarty Pay,- -,852
CMF DAO,"$63,155",93
Baby Lambo Inu,"$2,572,255","10,259"
Kyrrex,"$145,814,131","59,027"
Belrium,- -,229
Shibaverse,- -,"5,116"
Calo App,"$145,887","2,179"
Covid Cutter,"$391,748",25
VSolidus,- -,"1,142"
Dibs Share,"$598,214",903
Moonie NFT,- -,"5,147"
GACUBE,"$1,128,801",319
BitBase Token,- -,"1,059"
ByteDex,- -,"13,526"
ARCS,"$2,727,525","9,799"
Unit Protocol Duck,"$1,304,941","2,384"
Clifford Inu,- -,"15,727"
Flare Finance,- -,"3,499"
Quidd,"$3,164,615","4,495"
MetaDogecolony,"$2,974,029","5,532"
GoldMiner,- -,"3,290,385"
Fringe Finance,"$4,397,298",281
TFS Token,"$1,399,036",967
King Swap,- -,"1,360"
Block Ape Scissors,"$7,421,379","11,865"
Multiverse,- -,"21,807"
Shibking Inu,"$2,402,702",535
Biconomy Exchange Token,"$6,410,635","516,171"
xMARK,- -,"1,251"
Vent Finance,"$11,963,117","17,792"
ONINO,"$5,155,618","2,206"
KAKA NFT World,"$1,314,978","3,510,810"
Comfy,- -,325
LimeOdysseyM with ITAM,- -,"1,118"
Goldario,"$11,668,305",343
Equilibrium Games,"$10,899,946","8,212"
Kirobo,"$45,686,324","2,119"
UMI,"$12,401","5,119"
Unipilot,"$3,754,040","1,830"
SumSwap,- -,345
Genie Protocol,"$3,777,354","2,251"
MilliMeter,- -,"1,271"
3X Long Theta Network Token,- -,438
MeetPle,- -,332
Youclout,"$241,586","3,943"
GalaxyGoggle DAO,"$1,711,526","9,702"
OEC BTC,- -,156
Zilla Shares 2.0,- -,85
BinStarter,- -,"14,902"
Ecoreal Estate,"$34,990,826",546
Hubble Protocol,"$81,048,284","3,521"
Gorilla Diamond,- -,"7,951"
Basis Gold Share,- -,756
Statik,"$2,805,721",269
Ari10,"$2,857,863","2,424"
Meme Lordz,"$2,114,974","5,854"
BitSong,"$9,128,789","2,899"
MaskDoge,- -,"1,809"
1Sol,- -,"3,095"
Saitoki Inu,"$2,087,118","2,985"
Wonderful Memories,- -,"15,286"
MonoX Protocol,"$9,306,292",567
Belon DAO,"$1,430,452","1,557"
Ravendex,"$4,080,896","1,640"
Immortl,"$5,414,855","2,344"
Apple tokenized stock FTX,- -,896
BitCanna,"$18,184,113","1,773"
BankSocial,"$16,734,003","6,507"
Luni,- -,"3,128"
CryptoDrop,- -,"16,939"
PoolTogether,"$4,741,744","4,363"
BLACKHOLE PROTOCOL,- -,"1,294"
Kryxivia,"$941,235","12,827"
Wine Shares,- -,970
Heroes & Empires,"$4,320,406","36,265"
Mimo Governance Token,"$39,710,073","2,545"
Betswap.gg,"$63,980,249","5,020"
Chikn Egg,- -,"1,012"
Echoin,- -,832
Meanfi,- -,"2,029"
Black Whale,- -,357
MyOwnItem,- -,79
Vita Inu,"$1,568,100","1,710"
